tenure_months,monthly_charges,total_charges,support_tickets,late_payments,contract_type,internet_service,paperless_billing,churn
37,43.11,1530.97,0,2,One year,None,No,0
50,75.61,3906.18,3,1,Month-to-month,Fiber,Yes,0
30,85.02,2621.84,0,1,Month-to-month,Fiber,No,1
66,78.31,5125.22,1,1,Month-to-month,Fiber,No,1
35,49.76,1852.09,0,1,Two year,Fiber,No,0
10,86.94,786.23,1,0,Month-to-month,Fiber,Yes,1
9,51.4,459.74,0,0,Month-to-month,DSL,No,1
71,56.96,4001.35,2,2,One year,DSL,Yes,0
10,46.4,539.14,2,0,Month-to-month,None,Yes,1
69,102.53,7026.53,0,1,Month-to-month,None,No,1
21,85.84,1878.39,3,3,Month-to-month,Fiber,Yes,1
7,85.12,655.32,0,0,Month-to-month,None,No,1
22,101.18,2188.44,2,1,Month-to-month,Fiber,Yes,1
45,130.0,6032.97,1,0,Two year,Fiber,No,0
31,27.27,770.83,5,1,One year,None,No,1
57,51.54,2796.91,1,0,Month-to-month,Fiber,Yes,0
44,54.6,2487.82,0,0,One year,Fiber,Yes,0
29,48.73,1198.21,1,2,One year,Fiber,Yes,0
46,43.06,2129.96,3,2,One year,Fiber,No,0
70,62.51,4385.78,0,1,Two year,DSL,Yes,0
30,39.58,1044.85,1,1,Two year,None,No,0
12,78.38,845.67,0,0,Month-to-month,DSL,Yes,1
30,71.29,1975.36,2,1,Month-to-month,Fiber,Yes,1
61,82.03,5041.86,0,1,Month-to-month,DSL,No,0
16,82.69,1190.4,1,1,Month-to-month,Fiber,No,1
69,85.08,5920.4,0,0,Two year,Fiber,Yes,0
43,60.66,2578.1,1,0,One year,Fiber,Yes,0
44,123.03,5365.72,1,2,Month-to-month,Fiber,No,1
23,75.86,1795.73,1,1,Two year,DSL,No,0
67,23.44,1632.69,1,1,One year,DSL,Yes,0
3,44.94,249.4,1,1,Month-to-month,DSL,Yes,0
22,26.49,519.35,0,0,Two year,Fiber,Yes,0
31,70.43,2180.45,1,0,Month-to-month,Fiber,Yes,0
35,66.95,2279.89,0,0,Month-to-month,DSL,Yes,0
35,58.29,2056.43,0,1,Month-to-month,Fiber,Yes,1
11,120.27,1245.18,3,1,Two year,DSL,No,0
17,83.72,1380.91,2,1,Month-to-month,Fiber,Yes,1
7,88.15,575.17,2,1,Month-to-month,None,No,0
42,46.72,1991.71,1,4,One year,Fiber,Yes,1
26,45.02,1170.85,0,1,Two year,DSL,Yes,0
41,70.92,2958.36,1,0,Month-to-month,Fiber,Yes,0
43,74.33,3185.28,0,1,Month-to-month,None,Yes,1
51,23.59,1145.23,3,0,Two year,DSL,No,0
40,65.49,2638.82,3,1,One year,Fiber,No,1
47,70.35,3214.82,1,0,Month-to-month,None,No,0
43,64.62,2835.63,3,0,Month-to-month,Fiber,No,1
47,49.67,2305.72,1,2,Month-to-month,Fiber,No,1
45,56.51,2563.47,3,1,One year,Fiber,No,1
23,65.58,1530.31,1,1,One year,None,Yes,1
18,72.27,1461.01,3,1,One year,Fiber,No,1
57,85.12,4889.99,2,0,Month-to-month,None,Yes,1
25,97.02,2432.86,3,1,Two year,Fiber,Yes,0
40,62.64,2436.42,0,1,Month-to-month,Fiber,No,1
15,58.6,959.18,1,0,Two year,None,No,0
32,80.94,2563.1,2,1,Month-to-month,Fiber,Yes,1
39,85.27,3173.03,3,1,Month-to-month,DSL,No,1
46,59.14,2701.16,1,0,Month-to-month,DSL,Yes,1
38,89.76,3430.02,0,0,Month-to-month,Fiber,No,1
26,94.49,2374.88,2,0,Month-to-month,Fiber,No,1
70,102.29,7148.63,0,1,One year,DSL,Yes,0
37,114.46,4227.8,1,1,Two year,Fiber,No,0
59,48.34,2846.45,2,0,Month-to-month,None,No,0
54,70.35,3922.23,1,0,Month-to-month,Fiber,No,0
41,70.28,2750.4,2,0,Month-to-month,Fiber,No,0
64,67.55,4526.46,1,0,Two year,None,No,0
10,53.77,534.4,0,1,Month-to-month,Fiber,Yes,1
67,32.86,2259.7,1,1,Month-to-month,DSL,No,1
62,72.32,4496.44,1,1,Month-to-month,None,Yes,0
37,50.79,1706.67,1,0,Month-to-month,Fiber,Yes,0
53,72.15,3718.28,1,1,One year,None,Yes,0
38,50.15,1853.23,3,1,Month-to-month,Fiber,Yes,1
20,42.51,949.54,1,1,Month-to-month,Fiber,No,1
58,75.86,4261.3,3,1,Two year,DSL,No,0
18,73.77,1242.34,1,2,Month-to-month,DSL,No,0
23,84.48,1959.57,0,0,One year,DSL,Yes,0
38,124.65,4783.86,1,0,Month-to-month,Fiber,Yes,1
61,76.93,4737.14,0,0,Two year,Fiber,Yes,0
28,82.13,2201.16,3,1,One year,DSL,Yes,0
36,43.06,1390.4,1,2,Month-to-month,DSL,Yes,0
3,37.83,167.39,1,1,Two year,Fiber,Yes,1
9,109.57,1129.45,3,1,Month-to-month,DSL,No,1
5,46.91,200.03,1,2,Month-to-month,DSL,Yes,0
6,43.9,148.94,1,3,One year,DSL,No,0
63,69.02,4305.43,0,1,One year,Fiber,No,0
61,67.75,4171.86,3,0,Month-to-month,Fiber,No,0
60,47.44,2822.93,1,1,Month-to-month,Fiber,Yes,1
5,62.38,452.6,0,0,Month-to-month,DSL,Yes,0
6,100.73,696.9,1,2,One year,DSL,No,0
21,49.85,1065.29,1,0,Two year,Fiber,Yes,0
41,35.16,1246.05,0,1,Month-to-month,None,Yes,0
25,93.56,2269.89,1,0,Two year,Fiber,No,0
36,82.31,2908.26,2,0,Month-to-month,Fiber,No,1
13,54.49,633.67,1,0,One year,Fiber,No,0
53,30.45,1632.71,1,0,Two year,None,Yes,0
23,51.38,1202.99,4,1,One year,Fiber,Yes,1
5,68.63,175.75,5,0,Month-to-month,DSL,No,1
54,99.14,5434.12,3,2,Month-to-month,DSL,Yes,0
66,44.09,2911.25,1,1,Month-to-month,Fiber,Yes,1
2,67.89,171.54,2,3,One year,Fiber,Yes,1
32,86.88,2854.6,1,1,Two year,Fiber,Yes,0
60,20.0,1123.3,2,1,Month-to-month,DSL,Yes,0
51,95.84,5013.97,1,0,Month-to-month,DSL,No,0
62,40.44,2493.02,2,0,Month-to-month,Fiber,Yes,0
30,78.3,2500.25,2,0,One year,None,Yes,0
27,76.17,1967.12,2,0,One year,Fiber,No,0
52,97.11,5193.79,1,0,Month-to-month,Fiber,No,0
12,83.77,914.88,1,1,One year,Fiber,No,0
18,20.0,614.88,1,0,Month-to-month,Fiber,No,0
44,50.38,2121.56,2,0,One year,Fiber,Yes,0
49,73.46,3704.96,1,1,Month-to-month,DSL,Yes,0
9,65.13,549.89,3,3,Month-to-month,Fiber,Yes,1
37,81.94,3103.29,1,1,One year,Fiber,Yes,0
27,89.73,2418.77,1,1,One year,None,No,0
37,85.21,3043.69,5,1,Month-to-month,Fiber,No,0
70,64.64,4245.34,3,0,One year,DSL,Yes,0
6,23.84,393.81,4,0,Month-to-month,Fiber,Yes,1
72,58.61,4227.44,1,1,Month-to-month,Fiber,No,1
33,80.41,2359.15,2,0,Two year,DSL,Yes,0
56,42.74,2423.63,1,1,Two year,None,Yes,0
31,85.78,2728.2,2,1,Month-to-month,DSL,Yes,0
23,92.71,2060.82,2,0,Two year,None,Yes,0
56,73.17,4026.78,0,1,One year,Fiber,Yes,0
50,20.0,998.02,3,3,Month-to-month,DSL,Yes,0
11,38.05,538.79,2,0,Month-to-month,Fiber,Yes,1
51,117.15,5984.89,0,1,Month-to-month,Fiber,Yes,1
55,56.34,3244.83,2,1,One year,Fiber,Yes,1
28,20.4,684.22,3,1,Two year,Fiber,Yes,0
67,100.88,6736.16,1,2,Month-to-month,DSL,Yes,0
47,70.33,3148.64,2,0,Month-to-month,None,Yes,0
25,97.62,2417.92,1,0,Month-to-month,Fiber,No,1
1,76.92,129.57,0,0,Month-to-month,DSL,No,0
49,81.46,3997.72,1,0,Two year,Fiber,Yes,0
16,79.08,1328.65,0,1,Month-to-month,DSL,Yes,1
55,87.44,4895.39,3,0,One year,DSL,Yes,0
38,126.94,4876.64,2,1,Month-to-month,Fiber,Yes,1
34,94.28,3177.82,0,0,One year,Fiber,No,0
12,30.49,417.89,0,1,One year,Fiber,No,0
52,81.17,4444.21,1,1,One year,None,Yes,1
12,98.54,1033.46,2,3,Month-to-month,DSL,Yes,1
31,100.07,3150.82,1,0,One year,None,Yes,1
61,59.33,3802.63,0,3,One year,DSL,Yes,1
67,99.12,6523.82,3,1,One year,DSL,Yes,0
72,93.19,6810.05,0,2,One year,DSL,Yes,0
69,130.0,9083.47,1,1,Two year,DSL,Yes,0
41,51.25,1953.56,2,0,Month-to-month,Fiber,No,0
15,57.31,930.96,3,0,Month-to-month,Fiber,No,1
61,62.35,3776.04,0,2,Two year,Fiber,Yes,0
58,57.74,3343.13,0,2,Month-to-month,Fiber,No,1
72,47.75,3405.47,1,2,Two year,DSL,No,1
47,20.0,1071.27,0,2,One year,Fiber,Yes,0
11,59.13,639.25,1,1,Two year,Fiber,No,0
37,79.23,2885.32,0,1,One year,Fiber,No,0
33,57.67,1858.45,2,0,Two year,Fiber,Yes,1
61,118.38,7187.36,1,0,One year,DSL,Yes,0
29,70.33,1931.74,3,1,Month-to-month,Fiber,Yes,0
24,102.28,2407.4,2,0,Month-to-month,None,No,0
6,76.54,470.98,0,1,Month-to-month,DSL,No,1
61,90.66,5570.71,2,1,Month-to-month,Fiber,Yes,0
55,76.98,4354.36,2,0,Two year,None,Yes,0
3,104.22,336.76,1,3,Month-to-month,Fiber,Yes,1
32,71.4,2237.3,3,0,One year,Fiber,No,0
35,82.4,2783.0,2,1,Month-to-month,Fiber,Yes,1
34,79.16,2720.83,2,1,Month-to-month,Fiber,Yes,1
67,62.79,4195.38,2,1,Two year,Fiber,Yes,0
11,80.12,872.94,4,0,Month-to-month,Fiber,No,1
23,125.86,2921.03,2,0,One year,DSL,Yes,0
14,63.24,937.3,0,1,Month-to-month,None,Yes,1
18,80.49,1475.73,2,1,Month-to-month,Fiber,Yes,1
66,101.44,6678.28,2,1,Month-to-month,Fiber,Yes,1
68,98.51,6618.29,4,1,One year,None,Yes,0
4,70.29,219.89,1,0,Month-to-month,Fiber,Yes,1
46,20.0,1004.83,2,0,Two year,None,No,0
17,82.92,1367.24,1,0,One year,DSL,Yes,0
14,20.0,145.4,1,1,Month-to-month,DSL,Yes,1
22,106.75,2464.42,1,2,Month-to-month,Fiber,Yes,1
14,74.24,945.08,1,1,Month-to-month,Fiber,Yes,0
36,94.99,3423.23,2,0,One year,Fiber,Yes,0
72,47.45,3465.32,2,0,Month-to-month,Fiber,Yes,0
43,31.19,1341.38,1,0,Month-to-month,Fiber,Yes,0
53,76.52,3807.69,3,0,Month-to-month,DSL,Yes,0
36,69.16,2528.81,0,3,Month-to-month,Fiber,No,1
2,57.71,248.07,1,1,One year,Fiber,Yes,1
7,72.12,583.47,3,0,Month-to-month,DSL,Yes,1
20,130.0,2387.6,2,1,Month-to-month,DSL,No,1
18,90.86,1848.26,0,0,Month-to-month,Fiber,Yes,1
61,96.24,5737.9,0,2,One year,Fiber,No,0
61,91.1,5449.16,2,0,One year,Fiber,Yes,0
62,106.99,6711.35,0,0,Month-to-month,Fiber,Yes,0
46,65.25,3046.7,1,1,Month-to-month,Fiber,No,0
41,20.0,828.03,2,0,One year,DSL,Yes,0
47,65.29,3011.47,0,0,Month-to-month,Fiber,No,1
30,90.29,2841.89,1,2,One year,DSL,Yes,1
49,45.75,2238.06,0,1,Month-to-month,Fiber,Yes,0
58,65.59,3647.69,2,1,Month-to-month,DSL,Yes,0
55,52.71,3022.05,1,0,Month-to-month,Fiber,Yes,1
45,107.55,4861.71,2,0,Month-to-month,Fiber,Yes,0
5,88.74,555.18,1,3,One year,Fiber,No,1
53,86.29,4630.55,2,0,Month-to-month,Fiber,Yes,1
27,85.54,2548.74,1,1,Month-to-month,None,No,1
54,69.07,3698.72,1,0,Month-to-month,Fiber,Yes,1
39,74.94,2924.23,0,1,Month-to-month,DSL,Yes,0
64,40.37,2655.69,2,1,One year,DSL,Yes,0
25,20.0,469.62,1,0,One year,DSL,Yes,0
68,73.75,5095.4,1,1,Two year,DSL,Yes,0
61,78.1,4469.34,0,2,Month-to-month,DSL,No,1
24,100.23,2398.28,3,0,Month-to-month,Fiber,No,1
35,109.28,3814.62,3,1,Month-to-month,Fiber,Yes,1
39,109.25,4246.83,2,1,Two year,Fiber,Yes,1
56,45.05,2435.07,2,1,Month-to-month,DSL,Yes,1
50,61.19,3150.28,6,2,Month-to-month,Fiber,Yes,1
62,82.01,5034.07,1,0,One year,DSL,No,0
27,130.0,3530.03,0,1,Month-to-month,Fiber,Yes,0
37,107.0,3955.38,3,0,Month-to-month,Fiber,Yes,1
32,97.98,3185.55,4,1,Month-to-month,DSL,Yes,0
66,60.31,4123.25,1,1,One year,DSL,No,0
22,47.92,1073.75,0,0,One year,None,No,0
43,89.72,3942.22,1,0,Month-to-month,Fiber,No,0
9,42.48,396.84,0,2,One year,Fiber,Yes,1
62,64.04,3919.82,1,1,Month-to-month,DSL,Yes,0
28,67.13,1865.5,1,1,Month-to-month,DSL,Yes,1
25,109.82,2717.22,1,2,Two year,Fiber,No,0
42,61.13,2624.38,0,0,One year,None,Yes,0
36,20.0,730.67,0,0,Two year,DSL,No,0
62,82.61,5042.46,1,0,One year,DSL,Yes,0
39,52.52,2026.26,1,1,Month-to-month,None,Yes,0
38,71.07,2547.91,1,2,Month-to-month,Fiber,Yes,1
8,67.83,524.2,2,0,Month-to-month,DSL,Yes,0
2,63.16,126.45,1,0,Month-to-month,Fiber,No,0
29,89.76,2783.84,1,2,Month-to-month,Fiber,No,1
72,31.68,2415.69,1,1,Month-to-month,None,Yes,1
67,57.07,3720.59,3,0,Month-to-month,DSL,Yes,0
46,87.1,4026.82,2,2,Two year,Fiber,No,0
46,54.65,2535.73,3,3,Month-to-month,DSL,Yes,1
29,29.78,840.57,0,0,Month-to-month,Fiber,No,1
13,86.71,1110.61,2,0,One year,Fiber,No,0
1,98.08,62.68,0,1,One year,Fiber,Yes,1
25,68.88,1909.15,1,0,Month-to-month,Fiber,Yes,0
23,20.98,440.9,1,0,One year,Fiber,Yes,0
14,87.65,1261.18,0,0,One year,DSL,Yes,1
19,28.5,288.65,0,1,Two year,DSL,No,0
2,77.72,237.8,0,0,Month-to-month,DSL,Yes,0
44,47.81,2222.22,2,0,Month-to-month,Fiber,Yes,0
67,41.0,2642.07,3,2,One year,DSL,Yes,0
50,58.95,2896.42,2,0,Month-to-month,Fiber,No,0
33,65.42,2203.93,2,0,One year,Fiber,Yes,0
31,53.89,1672.68,1,1,One year,None,Yes,1
23,84.72,1995.14,1,2,One year,Fiber,No,1
11,58.85,618.61,3,0,Two year,Fiber,Yes,0
44,94.5,4344.54,2,0,One year,Fiber,Yes,0
41,77.03,3091.23,1,1,Two year,None,Yes,0
1,52.56,321.72,1,1,One year,Fiber,Yes,1
30,48.35,1574.74,2,1,Month-to-month,DSL,No,0
21,28.81,688.28,3,0,One year,DSL,No,0
13,77.27,900.44,1,1,One year,None,No,1
51,61.14,3208.87,3,0,Two year,Fiber,No,0
38,20.0,820.39,1,0,Month-to-month,Fiber,Yes,0
46,56.61,2391.97,0,1,Month-to-month,Fiber,Yes,0
52,47.47,2328.2,3,3,Two year,Fiber,No,0
71,109.39,7802.59,1,1,Month-to-month,Fiber,Yes,1
58,27.43,1577.64,2,2,One year,None,No,0
45,33.97,1476.83,2,0,Month-to-month,None,Yes,0
64,97.75,6363.85,2,2,Month-to-month,Fiber,Yes,0
35,103.92,3548.79,2,1,Month-to-month,DSL,No,0
71,51.38,3602.13,0,2,Two year,DSL,No,0
55,54.2,2916.18,2,2,Month-to-month,Fiber,Yes,0
47,85.41,4065.09,4,0,One year,Fiber,Yes,0
66,20.0,1148.05,1,0,One year,Fiber,Yes,0
38,23.47,842.1,1,0,One year,Fiber,Yes,0
52,62.98,3102.77,0,1,Month-to-month,DSL,No,1
21,108.75,2252.4,1,1,Month-to-month,Fiber,Yes,0
70,59.11,4209.78,0,2,Two year,Fiber,No,0
45,72.52,3337.64,1,1,Month-to-month,Fiber,Yes,0
57,98.34,5532.89,3,2,Month-to-month,DSL,Yes,1
34,122.67,4224.18,1,1,Two year,Fiber,No,0
63,55.58,3482.95,1,1,Month-to-month,Fiber,Yes,0
6,69.58,553.58,2,1,Month-to-month,Fiber,Yes,0
9,115.55,1026.97,1,0,Two year,Fiber,Yes,0
37,31.95,884.66,0,2,Month-to-month,None,No,0
53,95.69,5161.01,0,1,Month-to-month,DSL,Yes,1
59,44.54,2582.07,0,1,Month-to-month,DSL,Yes,0
32,72.56,2294.56,0,2,One year,Fiber,No,0
47,63.93,3038.51,2,0,Two year,DSL,No,0
40,46.05,1699.52,1,1,One year,Fiber,Yes,0
70,45.42,3187.04,1,0,Two year,DSL,Yes,0
48,76.91,3745.15,2,0,Month-to-month,DSL,Yes,0
31,94.89,2977.95,3,3,One year,Fiber,No,0
70,66.76,4613.07,0,0,Month-to-month,DSL,No,0
8,71.75,673.22,3,0,Two year,Fiber,No,1
71,84.28,5884.08,3,0,Two year,DSL,No,0
12,45.71,485.96,1,0,Month-to-month,DSL,Yes,0
21,88.49,1844.74,3,0,Two year,DSL,Yes,0
60,90.48,5458.56,1,1,One year,DSL,No,0
53,130.0,6857.55,1,0,Month-to-month,Fiber,No,1
70,60.6,4364.68,2,0,One year,Fiber,No,0
54,58.55,3191.12,1,0,Two year,None,Yes,0
46,89.22,4111.88,2,0,Month-to-month,DSL,No,1
25,90.48,2287.95,3,0,Month-to-month,DSL,No,1
1,56.62,129.91,2,0,Two year,DSL,No,1
9,59.92,563.37,3,1,Month-to-month,Fiber,Yes,1
22,83.53,1656.67,1,2,Month-to-month,DSL,Yes,0
3,49.31,256.88,2,2,One year,DSL,No,1
37,59.74,2222.22,3,0,One year,Fiber,No,0
56,72.24,4113.92,3,0,Month-to-month,Fiber,Yes,1
70,94.9,6602.3,1,0,Month-to-month,Fiber,Yes,0
36,54.89,1793.19,0,0,Two year,DSL,No,0
64,23.94,1304.29,1,1,Month-to-month,Fiber,No,0
71,22.09,1473.6,1,2,One year,DSL,Yes,0
62,38.51,2439.64,0,0,Two year,Fiber,Yes,0
34,37.17,1393.6,4,0,Month-to-month,Fiber,Yes,0
24,66.13,1617.43,2,0,Two year,DSL,Yes,0
71,40.28,2754.51,3,3,One year,Fiber,Yes,0
18,52.43,865.35,1,2,Two year,Fiber,Yes,1
30,50.65,1655.51,2,0,Month-to-month,Fiber,Yes,1
6,58.99,222.85,0,0,Month-to-month,DSL,Yes,0
58,103.06,6187.81,6,1,One year,Fiber,Yes,1
47,86.55,4255.39,1,1,Two year,DSL,No,0
7,70.4,706.29,0,1,Two year,Fiber,Yes,1
16,58.47,973.66,1,0,Month-to-month,DSL,No,0
40,59.17,2332.61,4,3,Month-to-month,DSL,Yes,0
39,78.19,3085.19,0,3,Month-to-month,Fiber,No,0
58,84.6,4997.9,1,1,One year,Fiber,No,1
20,47.31,881.11,1,2,Two year,Fiber,Yes,0
67,70.91,4640.98,0,1,One year,Fiber,No,0
33,20.0,631.61,0,0,Month-to-month,Fiber,No,1
60,75.29,4440.34,1,0,Two year,Fiber,Yes,0
18,89.05,1727.06,1,0,Month-to-month,DSL,No,0
3,63.0,127.35,1,1,Month-to-month,DSL,Yes,0
4,115.41,471.22,0,0,One year,Fiber,Yes,1
27,47.97,1393.47,3,2,Month-to-month,DSL,No,0
69,75.44,5333.07,1,0,One year,Fiber,Yes,0
4,69.1,297.27,1,1,One year,Fiber,Yes,0
27,67.49,1860.73,0,1,Month-to-month,DSL,Yes,1
8,67.14,435.44,1,0,Month-to-month,Fiber,No,1
68,72.68,5044.38,0,1,Month-to-month,Fiber,Yes,0
49,91.2,4595.1,0,1,One year,Fiber,Yes,1
55,104.44,5557.35,2,0,Month-to-month,None,No,1
52,69.94,3813.37,3,0,Month-to-month,DSL,No,0
48,90.38,4268.31,3,1,Month-to-month,DSL,Yes,0
56,52.46,2996.99,0,0,One year,DSL,No,0
1,89.15,96.91,0,0,Month-to-month,Fiber,Yes,1
63,50.95,3203.83,0,1,Month-to-month,DSL,Yes,1
54,97.27,5231.74,0,2,Month-to-month,Fiber,Yes,0
54,125.27,6665.11,1,1,Month-to-month,DSL,Yes,0
29,66.95,1993.87,2,2,Month-to-month,Fiber,No,0
58,20.0,1131.4,2,1,Month-to-month,Fiber,Yes,0
28,56.3,1445.41,5,1,One year,DSL,Yes,0
4,100.8,299.69,3,1,Month-to-month,Fiber,Yes,1
66,83.83,5403.33,3,2,Month-to-month,Fiber,Yes,1
17,76.22,1243.33,1,1,Two year,Fiber,No,0
8,95.22,810.24,3,2,Month-to-month,Fiber,Yes,1
45,82.11,3623.9,1,0,Month-to-month,Fiber,No,0
17,100.44,1805.08,2,0,Month-to-month,Fiber,Yes,1
62,92.99,5753.19,2,0,Month-to-month,Fiber,No,1
32,108.04,3428.42,3,1,Month-to-month,Fiber,No,1
1,78.97,80.65,2,0,Two year,Fiber,Yes,0
69,92.63,6531.09,1,1,Month-to-month,DSL,Yes,0
38,62.32,2231.1,2,0,One year,Fiber,No,0
19,54.96,1209.94,2,2,Two year,DSL,Yes,0
49,112.67,5616.81,5,2,Month-to-month,None,Yes,1
39,75.41,2938.63,2,1,One year,DSL,No,0
3,90.12,388.67,1,0,Month-to-month,Fiber,No,1
55,73.09,3987.9,2,2,Month-to-month,DSL,No,0
29,55.34,1633.34,0,1,Two year,DSL,No,0
51,70.27,3529.86,2,0,Month-to-month,DSL,Yes,1
65,105.9,6980.14,2,0,Two year,Fiber,No,0
44,83.88,3620.04,3,0,One year,DSL,Yes,0
49,27.21,1328.31,2,0,Month-to-month,DSL,No,0
19,64.62,1295.67,0,0,Month-to-month,DSL,No,1
18,114.56,2166.85,1,1,One year,DSL,Yes,1
30,64.66,1857.54,4,0,Month-to-month,None,No,0
62,24.99,1624.57,2,1,Month-to-month,Fiber,Yes,1
38,117.33,4360.2,1,1,Month-to-month,Fiber,Yes,1
26,87.06,2048.52,0,0,Month-to-month,Fiber,Yes,1
57,68.25,3815.43,0,0,Two year,Fiber,Yes,0
62,60.71,3847.77,0,1,Month-to-month,Fiber,Yes,1
65,97.06,6307.6,2,1,Month-to-month,DSL,No,1
22,56.45,1188.41,3,1,One year,Fiber,Yes,1
52,98.71,5138.28,5,1,One year,Fiber,No,1
43,83.55,3595.1,3,2,Two year,Fiber,Yes,0
33,76.12,2574.05,0,0,Two year,None,No,0
29,73.64,1974.33,1,0,Month-to-month,DSL,No,1
9,65.63,580.4,1,1,Month-to-month,None,Yes,0
20,96.14,1935.25,1,1,One year,None,Yes,1
40,48.37,1798.12,2,1,Month-to-month,DSL,No,0
64,29.45,1747.01,0,0,One year,DSL,Yes,0
63,85.36,5341.27,3,0,Month-to-month,Fiber,Yes,1
14,85.78,1201.79,1,1,Two year,DSL,Yes,0
49,82.01,4019.5,2,2,One year,Fiber,Yes,1
7,80.19,505.72,2,1,One year,DSL,No,1
49,61.99,2977.6,1,4,Month-to-month,DSL,No,0
25,89.69,2202.66,0,1,Two year,Fiber,No,0
33,68.86,2302.27,0,1,One year,Fiber,Yes,0
52,57.82,3131.21,1,0,Two year,Fiber,No,0
31,62.2,1706.24,4,0,Two year,Fiber,Yes,1
59,120.52,7172.74,0,0,Month-to-month,DSL,No,0
39,26.63,1027.28,2,0,Month-to-month,Fiber,Yes,0
72,82.49,5992.19,1,0,Month-to-month,DSL,Yes,0
46,28.02,1407.58,1,2,One year,DSL,No,0
22,67.29,1404.96,1,1,One year,DSL,No,0
56,59.16,3407.35,1,1,Month-to-month,Fiber,Yes,1
30,20.0,474.6,0,1,Two year,DSL,Yes,0
39,79.73,3122.07,2,0,Month-to-month,DSL,Yes,1
10,60.5,580.74,2,1,One year,Fiber,No,1
9,20.0,184.63,0,1,Month-to-month,DSL,No,0
42,90.99,3722.64,1,1,Month-to-month,None,No,0
14,105.88,1525.94,2,0,Month-to-month,Fiber,No,0
72,107.25,7880.85,3,0,One year,DSL,No,0
62,78.97,4799.2,0,0,One year,Fiber,Yes,1
51,71.15,3647.69,1,0,Month-to-month,Fiber,Yes,0
53,103.2,5555.39,2,0,Month-to-month,Fiber,No,0
43,112.06,4788.89,1,0,One year,Fiber,Yes,1
5,98.34,627.74,4,1,Month-to-month,Fiber,Yes,1
29,46.46,1304.42,3,2,One year,Fiber,Yes,0
36,75.03,2689.58,0,2,Month-to-month,Fiber,No,0
66,80.99,5245.89,1,0,Two year,Fiber,No,0
16,24.76,408.81,4,1,One year,DSL,Yes,0
36,81.73,2942.73,1,4,Month-to-month,DSL,No,0
25,126.82,3234.21,1,2,One year,DSL,Yes,1
10,86.0,796.36,1,1,Month-to-month,Fiber,Yes,1
8,106.84,786.48,1,0,Two year,DSL,Yes,1
27,74.57,2059.72,1,0,One year,None,Yes,0
6,68.17,548.74,2,1,Month-to-month,DSL,Yes,1
5,79.53,460.56,0,0,One year,Fiber,No,0
26,49.6,1474.45,3,0,Month-to-month,DSL,No,1
15,45.91,744.12,3,3,Two year,Fiber,Yes,1
40,101.66,4118.23,1,0,Two year,Fiber,No,0
2,104.31,276.55,1,1,One year,Fiber,No,1
22,45.22,1143.71,4,2,Month-to-month,Fiber,Yes,1
33,94.2,3232.36,2,0,One year,Fiber,Yes,0
70,67.83,4639.33,2,0,Month-to-month,DSL,Yes,1
46,78.5,3690.84,1,1,Month-to-month,Fiber,No,0
64,81.51,5242.89,1,2,Two year,Fiber,Yes,0
25,94.86,2352.07,1,0,Month-to-month,DSL,No,0
33,72.07,2200.95,0,1,Month-to-month,Fiber,No,0
31,105.25,3108.86,3,1,Month-to-month,Fiber,Yes,1
64,77.74,4938.61,2,1,Two year,DSL,Yes,1
70,85.6,5845.86,3,0,Two year,DSL,Yes,0
70,49.17,3407.41,5,2,Month-to-month,Fiber,Yes,0
55,123.97,6889.59,1,2,Month-to-month,Fiber,No,1
37,81.75,2966.49,0,0,Two year,Fiber,No,0
39,87.82,3433.52,2,1,Month-to-month,Fiber,Yes,1
71,29.8,2008.47,3,1,Two year,DSL,No,0
21,49.43,1067.96,0,0,Two year,DSL,Yes,0
25,100.95,2574.49,1,0,One year,DSL,Yes,0
65,77.17,4873.9,2,2,Month-to-month,DSL,Yes,0
28,22.16,545.17,2,0,One year,DSL,Yes,0
17,95.96,1504.56,0,0,Two year,DSL,Yes,0
41,56.41,2363.54,3,0,Month-to-month,Fiber,Yes,1
24,105.28,2543.19,2,1,Two year,Fiber,No,0
65,67.8,4402.3,0,0,Month-to-month,DSL,Yes,1
66,75.12,4944.94,1,0,Two year,Fiber,Yes,0
23,99.47,2320.18,1,1,One year,DSL,Yes,0
39,47.56,1889.23,2,1,Month-to-month,Fiber,Yes,0
71,45.18,3158.14,2,2,Month-to-month,None,Yes,0
54,65.09,3451.17,1,1,Month-to-month,Fiber,Yes,0
16,90.68,1444.97,3,2,Month-to-month,DSL,Yes,1
43,36.73,1560.33,1,0,Two year,DSL,No,0
45,28.3,1479.53,3,0,Month-to-month,Fiber,Yes,0
48,90.59,4310.08,0,1,Two year,DSL,Yes,0
2,54.93,138.82,0,0,Month-to-month,None,Yes,0
22,60.19,1370.87,3,0,One year,Fiber,Yes,0
62,23.58,1602.0,2,1,Two year,DSL,Yes,0
18,53.03,873.34,2,2,One year,Fiber,Yes,0
22,69.81,1669.8,0,0,Two year,Fiber,No,1
24,93.26,2223.49,0,0,Two year,Fiber,No,0
13,50.72,909.48,0,0,One year,None,No,0
12,111.43,1373.47,1,1,One year,None,Yes,0
25,52.89,1199.26,1,0,Month-to-month,DSL,Yes,0
63,52.92,3314.41,0,2,Month-to-month,DSL,Yes,0
1,108.43,242.06,1,1,Month-to-month,DSL,No,1
